t,DSP,TJP1,JCAD,RhoA,RhoC,delta
25.5,1.0,1.0,0.0,0.6538470000000001,0.659995,0.006147999999999931
25.6,1.000001,1.000001,0.0,0.64642,0.660811,0.014391000000000043
25.7,0.9999990000000001,0.9999990000000001,0.0,0.6481570000000001,0.656057,0.007899999999999907
25.8,1.0000010000000001,1.0000010000000001,0.0,0.652549,0.646568,-0.005981000000000014
25.9,1.0,1.0,0.0,0.654647,0.6466449999999999,-0.008002000000000065
26.0,1.000001,1.000001,0.0,0.653386,0.6582749999999999,0.004888999999999921
26.1,1.0,1.0,0.0,0.648522,0.660858,0.012335999999999903
26.2,1.0,1.0,0.0,0.645168,0.658887,0.013719000000000037
26.3,1.0,1.0,0.0,0.6434,0.654254,0.01085400000000003
26.4,0.999999,0.999999,0.0,0.649384,0.64796,-0.0014239999999999808
26.5,1.0,1.0,0.0,0.650183,0.649592,-0.0005910000000000082
26.6,1.0,1.0,0.0,0.6519379999999999,0.650655,-0.001282999999999923
26.7,1.0,1.0,0.0,0.654471,0.6512370000000001,-0.003233999999999959
26.8,1.0,1.0,0.0,0.656101,0.6610199999999999,0.004918999999999896
26.9,1.0,1.0,0.0,0.6575040000000001,0.651814,-0.005690000000000084
27.0,1.0,1.0,0.0,0.658767,0.6419079999999999,-0.01685900000000007
27.1,1.0,1.0,0.0,0.660513,0.648787,-0.011726000000000014
27.2,1.0,1.0,0.0,0.6569480000000001,0.6491169999999999,-0.007831000000000143
27.3,1.0,1.0,0.0,0.653961,0.643008,-0.01095299999999999
27.4,1.0,1.0,0.0,0.6590959999999999,0.6484479999999999,-0.01064799999999999
27.5,1.0,1.0,0.0,0.663627,0.646819,-0.016807999999999934
27.6,1.0,1.0,0.0,0.659346,0.653904,-0.005441999999999947
27.7,1.0000010000000001,1.0000010000000001,0.0,0.649672,0.656962,0.007290000000000019
27.8,0.999999,0.999999,0.0,0.647718,0.663207,0.015488999999999975
27.9,1.0,1.0,0.0,0.645681,0.662644,0.01696300000000006
28.0,1.0,1.0,0.0,0.646447,0.666683,0.020236000000000032
28.1,1.0,1.0,0.0,0.651753,0.658904,0.0071510000000000185
28.2,1.000001,1.000001,0.0,0.651159,0.6535679999999999,0.0024089999999998835
28.3,1.0,1.0,0.0,0.643185,0.655518,0.012333000000000038
28.4,1.000001,1.000001,0.0,0.637683,0.665129,0.02744599999999997
28.5,1.0,1.0,0.0,0.649366,0.6602589999999999,0.01089299999999993
28.6,1.0,1.0,0.0,0.650671,0.6515390000000001,0.0008680000000000909
28.7,0.9999990000000001,0.9999990000000001,0.0,0.6447970000000001,0.6594260000000001,0.014629000000000003
28.8,1.0,1.0,0.0,0.652001,0.656122,0.00412099999999993
28.9,1.0,1.0,0.0,0.657434,0.651221,-0.006212999999999913
29.0,1.0,1.0,0.0,0.652922,0.651444,-0.0014779999999999793
29.1,1.0,1.0,0.0,0.653674,0.651883,-0.001790999999999987
29.2,1.0,1.0,0.0,0.653536,0.650982,-0.0025540000000000562
29.3,1.0,1.0,0.0,0.649887,0.648228,-0.001658999999999966
29.4,1.0,1.0,0.0,0.653193,0.652225,-0.0009679999999999689
29.5,1.0,1.0,0.0,0.6512370000000001,0.6547000000000001,0.003462999999999994
29.6,1.0,1.0,0.0,0.652714,0.6491309999999999,-0.003583000000000114
29.7,1.0,1.0,0.0,0.649586,0.653633,0.004047000000000023
29.8,1.0,1.0,0.0,0.651419,0.650235,-0.0011839999999999629
29.9,0.9999990000000001,0.9999990000000001,0.0,0.650569,0.655988,0.005419000000000063
